accident_id,date,year,month,state,district,mine_name,mine_type,accident_type,cause,severity,fatalities,injuries,description
DGMS-2017-055,2017-12-14,2017,12,West Bengal,Dhanbad,WES-Mine-77,Underground Coal,Roof/Side Fall,Inadequate support,Minor,0,1,"Roof/Side Fall incident at Underground Coal mine. Cause: Inadequate support. Location: West Bengal, Dhanbad. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2017-058,2017-12-16,2017,12,West Bengal,Korba,WES-Mine-06,Opencast Coal,Fire,Safety protocol violation,Minor,0,1,"Fire incident at Iron Ore mine. Cause: Safety protocol violation. Location: West Bengal, Korba. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2017-089,2017-12-25,2017,12,Chhattisgarh,Ranchi,CHH-Mine-89,Opencast Coal,Collapse,Human error,Serious,0,3,"Collapse incident at Underground Coal mine. Cause: Human error. Location: Chhattisgarh, Asansol. 3 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2018-028,2018-01-17,2018,1,Jharkhand,Dhanbad,JHA-Mine-94,Underground Coal,Collapse,Weather conditions,Minor,0,2,"Collapse incident at Limestone mine. Cause: Weather conditions. Location: Jharkhand, Asansol. 2 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2018-053,2018-01-20,2018,1,Jharkhand,Dhanbad,JHA-Mine-50,Iron Ore,Machinery,Safety protocol violation,Fatal,3,3,"Machinery incident at Manganese mine. Cause: Safety protocol violation. Location: Jharkhand, Ranchi. 3 fatalities reported. 3 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2018-027,2018-01-28,2018,1,Chhattisgarh,Dhanbad,CHH-Mine-93,Manganese,Fall of Person,Human error,Serious,0,2,"Fall of Person incident at Manganese mine. Cause: Human error. Location: Chhattisgarh, Singrauli. 2 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2018-046,2018-02-14,2018,2,Odisha,Korba,ODI-Mine-58,Manganese,Inundation,Equipment failure,Serious,0,10,"Inundation incident at Underground Coal mine. Cause: Equipment failure. Location: Odisha, Talcher. 10 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2018-025,2018-02-18,2018,2,Madhya Pradesh,Singrauli,MAD-Mine-22,Iron Ore,Transport/Haulage,Inadequate training,Minor,0,1,"Transport/Haulage incident at Limestone mine. Cause: Inadequate training. Location: Madhya Pradesh, Sundergarh. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2018-096,2018-03-07,2018,3,West Bengal,Asansol,WES-Mine-49,Manganese,Roof/Side Fall,Structural weakness,Serious,0,14,"Roof/Side Fall incident at Limestone mine. Cause: Structural weakness. Location: West Bengal, Asansol. 14 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2018-010,2018-03-30,2018,3,Odisha,Talcher,ODI-Mine-27,Limestone,Transport/Haulage,Human error,Minor,0,1,"Transport/Haulage incident at Manganese mine. Cause: Human error. Location: Odisha, Sundergarh. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2018-093,2018-04-12,2018,4,Madhya Pradesh,Sundergarh,MAD-Mine-45,Limestone,Electrical,Inadequate training,Fatal,1,1,"Electrical incident at Iron Ore mine. Cause: Inadequate training. Location: Madhya Pradesh, Sundergarh. 1 fatalities reported. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2018-044,2018-04-20,2018,4,Chhattisgarh,Dhanbad,CHH-Mine-21,Limestone,Fire,Inadequate support,Serious,0,8,"Fire incident at Opencast Coal mine. Cause: Inadequate support. Location: Chhattisgarh, Sundergarh. 8 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2018-044,2018-05-01,2018,5,Chhattisgarh,Sundergarh,CHH-Mine-12,Iron Ore,Roof/Side Fall,Methane buildup,Minor,0,1,"Roof/Side Fall incident at Manganese mine. Cause: Methane buildup. Location: Chhattisgarh, Sundergarh. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2018-089,2018-05-08,2018,5,Chhattisgarh,Ranchi,CHH-Mine-19,Limestone,Fire,Safety protocol violation,Minor,0,1,"Fire incident at Opencast Coal mine. Cause: Safety protocol violation. Location: Chhattisgarh, Dhanbad. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2018-083,2018-05-08,2018,5,Jharkhand,Korba,JHA-Mine-94,Underground Coal,Fire,Inadequate support,Fatal,2,6,"Fire incident at Opencast Coal mine. Cause: Inadequate support. Location: Jharkhand, Ranchi. 2 fatalities reported. 6 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2018-000,2018-05-10,2018,5,Madhya Pradesh,Talcher,MAD-Mine-75,Iron Ore,Transport/Haulage,Safety protocol violation,Serious,0,8,"Transport/Haulage incident at Opencast Coal mine. Cause: Safety protocol violation. Location: Madhya Pradesh, Sundergarh. 8 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2018-036,2018-05-17,2018,5,West Bengal,Talcher,WES-Mine-92,Iron Ore,Fall of Person,Methane buildup,Minor,0,0,"Fall of Person incident at Underground Coal mine. Cause: Methane buildup. Location: West Bengal, Ranchi. Investigation ongoing by DGMS authorities."
DGMS-2018-063,2018-05-26,2018,5,Jharkhand,Dhanbad,JHA-Mine-11,Manganese,Machinery,Methane buildup,Serious,0,8,"Machinery incident at Opencast Coal mine. Cause: Methane buildup. Location: Jharkhand, Talcher. 8 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2018-067,2018-05-30,2018,5,West Bengal,Ranchi,WES-Mine-54,Iron Ore,Electrical,Safety protocol violation,Minor,0,1,"Electrical incident at Opencast Coal mine. Cause: Safety protocol violation. Location: West Bengal, Ranchi. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2018-043,2018-06-21,2018,6,Assam,Asansol,ASS-Mine-70,Limestone,Electrical,Equipment malfunction,Serious,0,12,"Electrical incident at Opencast Coal mine. Cause: Equipment malfunction. Location: Assam, Dhanbad. 12 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2018-074,2018-07-07,2018,7,Assam,Talcher,ASS-Mine-08,Opencast Coal,Fire,Inadequate support,Minor,0,2,"Fire incident at Opencast Coal mine. Cause: Inadequate support. Location: Assam, Korba. 2 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2018-082,2018-07-08,2018,7,Chhattisgarh,Singrauli,CHH-Mine-51,Underground Coal,Fire,Structural weakness,Fatal,1,3,"Fire incident at Underground Coal mine. Cause: Structural weakness. Location: Chhattisgarh, Singrauli. 1 fatalities reported. 3 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2018-062,2018-07-13,2018,7,Odisha,Ranchi,ODI-Mine-56,Opencast Coal,Explosion,Poor ventilation,Fatal,1,5,"Explosion incident at Underground Coal mine. Cause: Poor ventilation. Location: Odisha, Ranchi. 1 fatalities reported. 5 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2018-063,2018-07-19,2018,7,Odisha,Talcher,ODI-Mine-70,Underground Coal,Explosion,Inadequate training,Fatal,2,1,"Explosion incident at Limestone mine. Cause: Inadequate training. Location: Odisha, Talcher. 2 fatalities reported. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2018-099,2018-07-24,2018,7,Jharkhand,Dhanbad,JHA-Mine-26,Underground Coal,Transport/Haulage,Weather conditions,Minor,0,2,"Transport/Haulage incident at Opencast Coal mine. Cause: Weather conditions. Location: Jharkhand, Korba. 2 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2018-001,2018-07-27,2018,7,Jharkhand,Dhanbad,JHA-Mine-29,Iron Ore,Fall of Person,Human error,Fatal,4,5,"Fall of Person incident at Manganese mine. Cause: Human error. Location: Jharkhand, Dhanbad. 4 fatalities reported. 5 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2018-031,2018-07-27,2018,7,Assam,Korba,ASS-Mine-04,Iron Ore,Electrical,Inadequate support,Minor,0,2,"Electrical incident at Underground Coal mine. Cause: Inadequate support. Location: Assam, Talcher. 2 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2018-066,2018-07-28,2018,7,Madhya Pradesh,Singrauli,MAD-Mine-60,Manganese,Transport/Haulage,Structural weakness,Serious,0,2,"Transport/Haulage incident at Manganese mine. Cause: Structural weakness. Location: Madhya Pradesh, Dhanbad. 2 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2018-026,2018-08-14,2018,8,West Bengal,Sundergarh,WES-Mine-17,Underground Coal,Roof/Side Fall,Poor ventilation,Serious,0,1,"Roof/Side Fall incident at Limestone mine. Cause: Poor ventilation. Location: West Bengal, Talcher. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2018-011,2018-08-18,2018,8,Chhattisgarh,Talcher,CHH-Mine-14,Iron Ore,Roof/Side Fall,Poor ventilation,Serious,0,14,"Roof/Side Fall incident at Opencast Coal mine. Cause: Poor ventilation. Location: Chhattisgarh, Talcher. 14 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2018-081,2018-08-19,2018,8,Madhya Pradesh,Korba,MAD-Mine-93,Opencast Coal,Collapse,Inadequate training,Serious,0,3,"Collapse incident at Opencast Coal mine. Cause: Inadequate training. Location: Madhya Pradesh, Singrauli. 3 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2018-021,2018-08-20,2018,8,Jharkhand,Singrauli,JHA-Mine-10,Manganese,Gas Emission,Weather conditions,Fatal,2,5,"Gas Emission incident at Opencast Coal mine. Cause: Weather conditions. Location: Jharkhand, Talcher. 2 fatalities reported. 5 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2018-038,2018-08-30,2018,8,Assam,Sundergarh,ASS-Mine-77,Manganese,Explosion,Equipment malfunction,Minor,0,0,"Explosion incident at Iron Ore mine. Cause: Equipment malfunction. Location: Assam, Ranchi. Investigation ongoing by DGMS authorities."
DGMS-2018-037,2018-09-01,2018,9,Odisha,Asansol,ODI-Mine-28,Manganese,Inundation,Structural weakness,Fatal,2,7,"Inundation incident at Manganese mine. Cause: Structural weakness. Location: Odisha, Korba. 2 fatalities reported. 7 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2018-048,2018-09-15,2018,9,Chhattisgarh,Asansol,CHH-Mine-03,Iron Ore,Fire,Structural weakness,Minor,0,0,"Fire incident at Iron Ore mine. Cause: Structural weakness. Location: Chhattisgarh, Dhanbad. Investigation ongoing by DGMS authorities."
DGMS-2018-024,2018-09-16,2018,9,Odisha,Korba,ODI-Mine-45,Opencast Coal,Fall of Person,Methane buildup,Fatal,1,2,"Fall of Person incident at Iron Ore mine. Cause: Methane buildup. Location: Odisha, Korba. 1 fatalities reported. 2 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2018-079,2018-09-27,2018,9,Chhattisgarh,Talcher,CHH-Mine-65,Limestone,Roof/Side Fall,Inadequate training,Serious,0,13,"Roof/Side Fall incident at Underground Coal mine. Cause: Inadequate training. Location: Chhattisgarh, Asansol. 13 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2018-057,2018-10-11,2018,10,West Bengal,Korba,WES-Mine-11,Underground Coal,Transport/Haulage,Human error,Serious,0,5,"Transport/Haulage incident at Iron Ore mine. Cause: Human error. Location: West Bengal, Dhanbad. 5 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2018-007,2018-10-13,2018,10,Madhya Pradesh,Korba,MAD-Mine-60,Limestone,Inundation,Poor ventilation,Minor,0,0,"Inundation incident at Opencast Coal mine. Cause: Poor ventilation. Location: Madhya Pradesh, Dhanbad. Investigation ongoing by DGMS authorities."
DGMS-2018-021,2018-11-06,2018,11,Jharkhand,Talcher,JHA-Mine-80,Underground Coal,Electrical,Equipment failure,Minor,0,2,"Electrical incident at Manganese mine. Cause: Equipment failure. Location: Jharkhand, Dhanbad. 2 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2018-028,2018-11-19,2018,11,Jharkhand,Dhanbad,JHA-Mine-05,Iron Ore,Transport/Haulage,Inadequate training,Minor,0,2,"Transport/Haulage incident at Opencast Coal mine. Cause: Inadequate training. Location: Jharkhand, Ranchi. 2 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2018-074,2018-11-24,2018,11,Madhya Pradesh,Korba,MAD-Mine-46,Underground Coal,Fall of Person,Inadequate training,Minor,0,0,"Fall of Person incident at Limestone mine. Cause: Inadequate training. Location: Madhya Pradesh, Singrauli. Investigation ongoing by DGMS authorities."
DGMS-2018-052,2018-11-28,2018,11,Assam,Asansol,ASS-Mine-75,Opencast Coal,Collapse,Poor ventilation,Fatal,1,6,"Collapse incident at Iron Ore mine. Cause: Poor ventilation. Location: Assam, Talcher. 1 fatalities reported. 6 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2018-011,2018-12-12,2018,12,Odisha,Singrauli,ODI-Mine-59,Underground Coal,Machinery,Inadequate training,Serious,0,4,"Machinery incident at Underground Coal mine. Cause: Inadequate training. Location: Odisha, Ranchi. 4 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2018-003,2018-12-18,2018,12,West Bengal,Sundergarh,WES-Mine-51,Manganese,Explosion,Safety protocol violation,Serious,0,12,"Explosion incident at Limestone mine. Cause: Safety protocol violation. Location: West Bengal, Dhanbad. 12 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2018-053,2018-12-23,2018,12,Madhya Pradesh,Dhanbad,MAD-Mine-33,Limestone,Inundation,Inadequate support,Serious,0,8,"Inundation incident at Iron Ore mine. Cause: Inadequate support. Location: Madhya Pradesh, Asansol. 8 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2019-087,2019-01-12,2019,1,Assam,Talcher,ASS-Mine-13,Manganese,Roof/Side Fall,Inadequate training,Serious,0,7,"Roof/Side Fall incident at Manganese mine. Cause: Inadequate training. Location: Assam, Ranchi. 7 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2019-093,2019-01-25,2019,1,Jharkhand,Asansol,JHA-Mine-74,Underground Coal,Fire,Structural weakness,Minor,0,2,"Fire incident at Opencast Coal mine. Cause: Structural weakness. Location: Jharkhand, Ranchi. 2 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2019-093,2019-01-30,2019,1,Madhya Pradesh,Korba,MAD-Mine-03,Underground Coal,Fire,Inadequate training,Minor,0,2,"Fire incident at Manganese mine. Cause: Inadequate training. Location: Madhya Pradesh, Dhanbad. 2 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2019-005,2019-02-07,2019,2,Madhya Pradesh,Singrauli,MAD-Mine-25,Manganese,Fire,Equipment failure,Minor,0,1,"Fire incident at Iron Ore mine. Cause: Equipment failure. Location: Madhya Pradesh, Dhanbad. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2019-099,2019-02-08,2019,2,Madhya Pradesh,Singrauli,MAD-Mine-24,Opencast Coal,Roof/Side Fall,Equipment failure,Minor,0,2,"Roof/Side Fall incident at Limestone mine. Cause: Equipment failure. Location: Madhya Pradesh, Ranchi. 2 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2019-005,2019-02-10,2019,2,Chhattisgarh,Talcher,CHH-Mine-03,Opencast Coal,Fire,Methane buildup,Serious,0,6,"Fire incident at Manganese mine. Cause: Methane buildup. Location: Chhattisgarh, Talcher. 6 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2019-094,2019-02-15,2019,2,West Bengal,Asansol,WES-Mine-47,Limestone,Electrical,Human error,Minor,0,2,"Electrical incident at Manganese mine. Cause: Human error. Location: West Bengal, Asansol. 2 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2019-094,2019-03-24,2019,3,Chhattisgarh,Sundergarh,CHH-Mine-15,Manganese,Collapse,Equipment failure,Serious,0,11,"Collapse incident at Opencast Coal mine. Cause: Equipment failure. Location: Chhattisgarh, Singrauli. 11 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2019-040,2019-04-08,2019,4,Madhya Pradesh,Talcher,MAD-Mine-42,Opencast Coal,Collapse,Weather conditions,Fatal,2,3,"Collapse incident at Iron Ore mine. Cause: Weather conditions. Location: Madhya Pradesh, Talcher. 2 fatalities reported. 3 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2019-057,2019-04-29,2019,4,Jharkhand,Asansol,JHA-Mine-32,Manganese,Machinery,Poor ventilation,Serious,0,9,"Machinery incident at Opencast Coal mine. Cause: Poor ventilation. Location: Jharkhand, Korba. 9 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2019-029,2019-04-30,2019,4,West Bengal,Dhanbad,WES-Mine-37,Manganese,Transport/Haulage,Structural weakness,Minor,0,0,"Transport/Haulage incident at Iron Ore mine. Cause: Structural weakness. Location: West Bengal, Korba. Investigation ongoing by DGMS authorities."
DGMS-2019-002,2019-04-30,2019,4,West Bengal,Dhanbad,WES-Mine-49,Iron Ore,Collapse,Structural weakness,Minor,0,0,"Collapse incident at Manganese mine. Cause: Structural weakness. Location: West Bengal, Korba. Investigation ongoing by DGMS authorities."
DGMS-2019-054,2019-05-02,2019,5,Madhya Pradesh,Talcher,MAD-Mine-71,Underground Coal,Roof/Side Fall,Structural weakness,Fatal,1,2,"Roof/Side Fall incident at Limestone mine. Cause: Structural weakness. Location: Madhya Pradesh, Dhanbad. 1 fatalities reported. 2 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2019-036,2019-05-03,2019,5,Jharkhand,Sundergarh,JHA-Mine-98,Limestone,Electrical,Weather conditions,Minor,0,1,"Electrical incident at Manganese mine. Cause: Weather conditions. Location: Jharkhand, Sundergarh. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2019-088,2019-05-28,2019,5,Odisha,Ranchi,ODI-Mine-72,Underground Coal,Electrical,Equipment malfunction,Serious,0,9,"Electrical incident at Underground Coal mine. Cause: Equipment malfunction. Location: Odisha, Asansol. 9 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2019-041,2019-05-28,2019,5,Assam,Ranchi,ASS-Mine-48,Manganese,Fire,Poor ventilation,Fatal,1,5,"Fire incident at Limestone mine. Cause: Poor ventilation. Location: Assam, Ranchi. 1 fatalities reported. 5 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2019-042,2019-06-01,2019,6,Jharkhand,Sundergarh,JHA-Mine-70,Iron Ore,Electrical,Inadequate support,Fatal,1,0,"Electrical incident at Limestone mine. Cause: Inadequate support. Location: Jharkhand, Asansol. 1 fatalities reported. Investigation ongoing by DGMS authorities."
DGMS-2019-061,2019-06-03,2019,6,Odisha,Dhanbad,ODI-Mine-85,Iron Ore,Transport/Haulage,Inadequate training,Minor,0,1,"Transport/Haulage incident at Opencast Coal mine. Cause: Inadequate training. Location: Odisha, Singrauli. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2019-068,2019-06-06,2019,6,West Bengal,Singrauli,WES-Mine-80,Opencast Coal,Fall of Person,Equipment malfunction,Fatal,2,3,"Fall of Person incident at Iron Ore mine. Cause: Equipment malfunction. Location: West Bengal, Singrauli. 2 fatalities reported. 3 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2019-052,2019-06-13,2019,6,Assam,Ranchi,ASS-Mine-88,Iron Ore,Gas Emission,Structural weakness,Serious,0,9,"Gas Emission incident at Manganese mine. Cause: Structural weakness. Location: Assam, Asansol. 9 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2019-008,2019-07-11,2019,7,Assam,Asansol,ASS-Mine-14,Opencast Coal,Fire,Human error,Fatal,1,5,"Fire incident at Manganese mine. Cause: Human error. Location: Assam, Singrauli. 1 fatalities reported. 5 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2019-065,2019-07-15,2019,7,Madhya Pradesh,Singrauli,MAD-Mine-87,Opencast Coal,Roof/Side Fall,Equipment failure,Serious,0,2,"Roof/Side Fall incident at Opencast Coal mine. Cause: Equipment failure. Location: Madhya Pradesh, Korba. 2 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2019-039,2019-08-05,2019,8,West Bengal,Asansol,WES-Mine-89,Manganese,Roof/Side Fall,Weather conditions,Minor,0,2,"Roof/Side Fall incident at Manganese mine. Cause: Weather conditions. Location: West Bengal, Sundergarh. 2 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2019-018,2019-08-05,2019,8,Chhattisgarh,Singrauli,CHH-Mine-98,Underground Coal,Explosion,Human error,Serious,0,4,"Explosion incident at Iron Ore mine. Cause: Human error. Location: Chhattisgarh, Dhanbad. 4 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2019-055,2019-08-17,2019,8,West Bengal,Ranchi,WES-Mine-19,Iron Ore,Explosion,Structural weakness,Minor,0,1,"Explosion incident at Iron Ore mine. Cause: Structural weakness. Location: West Bengal, Ranchi. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2019-060,2019-08-17,2019,8,Assam,Asansol,ASS-Mine-55,Iron Ore,Fire,Inadequate training,Minor,0,2,"Fire incident at Manganese mine. Cause: Inadequate training. Location: Assam, Talcher. 2 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2019-037,2019-08-19,2019,8,Madhya Pradesh,Talcher,MAD-Mine-91,Limestone,Roof/Side Fall,Methane buildup,Minor,0,1,"Roof/Side Fall incident at Limestone mine. Cause: Methane buildup. Location: Madhya Pradesh, Korba. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2019-077,2019-08-20,2019,8,Assam,Dhanbad,ASS-Mine-89,Manganese,Inundation,Inadequate support,Minor,0,1,"Inundation incident at Underground Coal mine. Cause: Inadequate support. Location: Assam, Dhanbad. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2019-073,2019-09-10,2019,9,Chhattisgarh,Asansol,CHH-Mine-09,Limestone,Roof/Side Fall,Poor ventilation,Serious,0,5,"Roof/Side Fall incident at Manganese mine. Cause: Poor ventilation. Location: Chhattisgarh, Dhanbad. 5 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2019-060,2019-09-15,2019,9,West Bengal,Korba,WES-Mine-90,Opencast Coal,Electrical,Poor ventilation,Minor,0,1,"Electrical incident at Opencast Coal mine. Cause: Poor ventilation. Location: West Bengal, Korba. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2019-075,2019-09-26,2019,9,Assam,Talcher,ASS-Mine-90,Iron Ore,Transport/Haulage,Structural weakness,Fatal,2,7,"Transport/Haulage incident at Opencast Coal mine. Cause: Structural weakness. Location: Assam, Dhanbad. 2 fatalities reported. 7 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2019-026,2019-09-30,2019,9,Madhya Pradesh,Talcher,MAD-Mine-52,Iron Ore,Inundation,Inadequate support,Minor,0,0,"Inundation incident at Manganese mine. Cause: Inadequate support. Location: Madhya Pradesh, Asansol. Investigation ongoing by DGMS authorities."
DGMS-2019-021,2019-10-01,2019,10,West Bengal,Talcher,WES-Mine-82,Underground Coal,Fall of Person,Human error,Minor,0,2,"Fall of Person incident at Underground Coal mine. Cause: Human error. Location: West Bengal, Dhanbad. 2 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2019-094,2019-10-08,2019,10,West Bengal,Korba,WES-Mine-27,Manganese,Roof/Side Fall,Inadequate support,Serious,0,9,"Roof/Side Fall incident at Limestone mine. Cause: Inadequate support. Location: West Bengal, Asansol. 9 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2019-067,2019-10-09,2019,10,Assam,Singrauli,ASS-Mine-78,Iron Ore,Fire,Poor ventilation,Serious,0,6,"Fire incident at Iron Ore mine. Cause: Poor ventilation. Location: Assam, Sundergarh. 6 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2019-088,2019-10-12,2019,10,Jharkhand,Korba,JHA-Mine-21,Iron Ore,Fall of Person,Inadequate training,Fatal,2,6,"Fall of Person incident at Underground Coal mine. Cause: Inadequate training. Location: Jharkhand, Singrauli. 2 fatalities reported. 6 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2019-080,2019-10-18,2019,10,Madhya Pradesh,Sundergarh,MAD-Mine-59,Underground Coal,Roof/Side Fall,Weather conditions,Fatal,1,7,"Roof/Side Fall incident at Underground Coal mine. Cause: Weather conditions. Location: Madhya Pradesh, Asansol. 1 fatalities reported. 7 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2019-071,2019-10-22,2019,10,Madhya Pradesh,Talcher,MAD-Mine-37,Limestone,Fire,Inadequate support,Minor,0,2,"Fire incident at Opencast Coal mine. Cause: Inadequate support. Location: Madhya Pradesh, Dhanbad. 2 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2019-051,2019-10-22,2019,10,Jharkhand,Talcher,JHA-Mine-16,Underground Coal,Fire,Poor ventilation,Fatal,1,3,"Fire incident at Limestone mine. Cause: Poor ventilation. Location: Jharkhand, Asansol. 1 fatalities reported. 3 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2019-005,2019-10-22,2019,10,Chhattisgarh,Ranchi,CHH-Mine-06,Opencast Coal,Roof/Side Fall,Human error,Minor,0,0,"Roof/Side Fall incident at Opencast Coal mine. Cause: Human error. Location: Chhattisgarh, Korba. Investigation ongoing by DGMS authorities."
DGMS-2019-091,2019-11-04,2019,11,Odisha,Dhanbad,ODI-Mine-65,Limestone,Electrical,Poor ventilation,Minor,0,2,"Electrical incident at Limestone mine. Cause: Poor ventilation. Location: Odisha, Asansol. 2 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2019-015,2019-11-09,2019,11,Jharkhand,Singrauli,JHA-Mine-72,Iron Ore,Fire,Weather conditions,Serious,0,14,"Fire incident at Iron Ore mine. Cause: Weather conditions. Location: Jharkhand, Talcher. 14 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2019-098,2019-12-01,2019,12,Assam,Talcher,ASS-Mine-54,Iron Ore,Fire,Structural weakness,Fatal,1,1,"Fire incident at Underground Coal mine. Cause: Structural weakness. Location: Assam, Dhanbad. 1 fatalities reported. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2019-045,2019-12-11,2019,12,West Bengal,Talcher,WES-Mine-81,Opencast Coal,Inundation,Equipment failure,Minor,0,2,"Inundation incident at Opencast Coal mine. Cause: Equipment failure. Location: West Bengal, Sundergarh. 2 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2019-025,2019-12-16,2019,12,Chhattisgarh,Ranchi,CHH-Mine-82,Opencast Coal,Gas Emission,Equipment failure,Minor,0,1,"Gas Emission incident at Underground Coal mine. Cause: Equipment failure. Location: Chhattisgarh, Asansol. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2019-069,2019-12-20,2019,12,Assam,Sundergarh,ASS-Mine-47,Limestone,Gas Emission,Safety protocol violation,Minor,0,0,"Gas Emission incident at Underground Coal mine. Cause: Safety protocol violation. Location: Assam, Korba. Investigation ongoing by DGMS authorities."
DGMS-2019-046,2019-12-20,2019,12,Jharkhand,Asansol,JHA-Mine-03,Opencast Coal,Transport/Haulage,Equipment malfunction,Minor,0,1,"Transport/Haulage incident at Manganese mine. Cause: Equipment malfunction. Location: Jharkhand, Ranchi. 1 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2020-090,2020-01-02,2020,1,Jharkhand,Asansol,JHA-Mine-81,Manganese,Explosion,Inadequate support,Minor,0,2,"Explosion incident at Underground Coal mine. Cause: Inadequate support. Location: Jharkhand, Talcher. 2 injuries reported. Investigation ongoing by DGMS authorities."
DGMS-2020-072,2020-01-13,2020,1,Chhattisgarh,Korba,CHH-Mine-04,Underground Coal,Explosion,Weather conditions,Serious,0,11,"Explosion incident at Iron Ore mine. Cause: Weather conditions. Location: Chhattisgarh, Singrauli. 11 injuries reported. Investigation ongoing by DGMS authorities."
